nomination_id,facility_id,production_date,product,nominated_volume,customer_group,contract_type,status,effective_start_date,effective_end_date
NOM-00000666,FAC-012,2026-04-06,GAS,71157.912,Commercial,Water Services,REVISED,2026-04-06,2026-04-06
NOM-00000667,FAC-012,2026-04-07,PRODUCED_WATER,62369.327,Commercial,Gathering,ACTIVE,2026-04-07,2026-04-07
NOM-00000668,FAC-012,2026-04-08,NGL,62330.694,Commercial,Interruptible,ACTIVE,2026-04-08,2026-04-08
NOM-00000669,FAC-012,2026-04-09,GAS,69460.262,Affiliate,Interruptible,REVISED,2026-04-09,2026-04-09
NOM-00000670,FAC-012,2026-04-10,GAS,76871.602,Affiliate,Interruptible,ACTIVE,2026-04-10,2026-04-10
NOM-00000671,FAC-012,2026-04-11,PRODUCED_WATER,68198.119,Operations,Water Services,ACTIVE,2026-04-11,2026-04-11
NOM-00000672,FAC-012,2026-04-12,PRODUCED_WATER,64917.699,Commercial,Firm,ACTIVE,2026-04-12,2026-04-12
NOM-00000673,FAC-012,2026-04-13,GAS,69019.734,Commercial,Water Services,ACTIVE,2026-04-13,2026-04-13
NOM-00000674,FAC-012,2026-04-14,GAS,72680.465,Affiliate,Interruptible,ACTIVE,2026-04-14,2026-04-14
NOM-00000675,FAC-012,2026-04-15,GAS,60293.863,Third-Party,Interruptible,PENDING,2026-04-15,2026-04-15
NOM-00000676,FAC-012,2026-04-16,CRUDE,64790.39,Affiliate,Gathering,ACTIVE,2026-04-16,2026-04-16
NOM-00000677,FAC-012,2026-04-17,PRODUCED_WATER,74339.878,Third-Party,Processing,ACTIVE,2026-04-17,2026-04-17
NOM-00000678,FAC-012,2026-04-18,PRODUCED_WATER,72233.518,Operations,Water Services,ACTIVE,2026-04-18,2026-04-18
NOM-00000679,FAC-012,2026-04-19,GAS,70229.674,Third-Party,Interruptible,ACTIVE,2026-04-19,2026-04-19
NOM-00000680,FAC-012,2026-04-20,GAS,62365.038,Affiliate,Interruptible,ACTIVE,2026-04-20,2026-04-20
NOM-00000681,FAC-012,2026-04-21,NGL,59776.421,Operations,Firm,ACTIVE,2026-04-21,2026-04-21
NOM-00000682,FAC-012,2026-04-22,GAS,66663.906,Operations,Firm,ACTIVE,2026-04-22,2026-04-22
NOM-00000683,FAC-012,2026-04-23,GAS,74729.099,Third-Party,Gathering,ACTIVE,2026-04-23,2026-04-23
NOM-00000684,FAC-012,2026-04-24,PRODUCED_WATER,84865.62,Operations,Firm,ACTIVE,2026-04-24,2026-04-24
NOM-00000685,FAC-012,2026-04-25,NGL,77098.433,Affiliate,Gathering,ACTIVE,2026-04-25,2026-04-25
NOM-00000686,FAC-012,2026-04-26,NGL,67443.153,Internal Forecast,Interruptible,ACTIVE,2026-04-26,2026-04-26
NOM-00000687,FAC-012,2026-04-27,PRODUCED_WATER,74926.661,Affiliate,Interruptible,ACTIVE,2026-04-27,2026-04-27
NOM-00000688,FAC-012,2026-04-28,CRUDE,69000.944,Operations,Interruptible,ACTIVE,2026-04-28,2026-04-28
NOM-00000689,FAC-012,2026-04-29,NGL,65667.669,Commercial,Water Services,ACTIVE,2026-04-29,2026-04-29
NOM-00000690,FAC-012,2026-04-30,NGL,71370.621,Third-Party,Gathering,ACTIVE,2026-04-30,2026-04-30
NOM-00000691,FAC-012,2026-05-01,GAS,68185.004,Affiliate,Gathering,ACTIVE,2026-05-01,2026-05-01
NOM-00000692,FAC-012,2026-05-02,GAS,62067.842,Affiliate,Interruptible,ACTIVE,2026-05-02,2026-05-02
NOM-00000693,FAC-012,2026-05-03,NGL,65552.108,Operations,Water Services,ACTIVE,2026-05-03,2026-05-03
NOM-00000694,FAC-012,2026-05-04,CRUDE,64219.868,Commercial,Gathering,REVISED,2026-05-04,2026-05-04
NOM-00000695,FAC-012,2026-05-05,PRODUCED_WATER,61179.314,Internal Forecast,Processing,REVISED,2026-05-05,2026-05-05
NOM-00000696,FAC-012,2026-05-06,GAS,68269.137,Affiliate,Firm,ACTIVE,2026-05-06,2026-05-06
NOM-00000697,FAC-012,2026-05-07,GAS,56759.77,Third-Party,Firm,ACTIVE,2026-05-07,2026-05-07
NOM-00000698,FAC-012,2026-05-08,GAS,68050.475,Internal Forecast,Interruptible,ACTIVE,2026-05-08,2026-05-08
NOM-00000699,FAC-012,2026-05-09,CRUDE,66899.255,Commercial,Gathering,ACTIVE,2026-05-09,2026-05-09
NOM-00000700,FAC-012,2026-05-10,GAS,71021.24,Commercial,Firm,ACTIVE,2026-05-10,2026-05-10
NOM-00000701,FAC-012,2026-05-11,GAS,58823.533,Third-Party,Gathering,ACTIVE,2026-05-11,2026-05-11
NOM-00000702,FAC-012,2026-05-12,GAS,57031.646,Affiliate,Firm,ACTIVE,2026-05-12,2026-05-12
NOM-00000703,FAC-012,2026-05-13,GAS,66320.079,Third-Party,Water Services,ACTIVE,2026-05-13,2026-05-13
NOM-00000704,FAC-012,2026-05-14,PRODUCED_WATER,66625.604,Operations,Water Services,ACTIVE,2026-05-14,2026-05-14
NOM-00000705,FAC-012,2026-05-15,NGL,71044.389,Third-Party,Processing,ACTIVE,2026-05-15,2026-05-15
NOM-00000706,FAC-012,2026-05-16,GAS,65251.083,Internal Forecast,Water Services,ACTIVE,2026-05-16,2026-05-16
NOM-00000707,FAC-012,2026-05-17,GAS,75361.48,Internal Forecast,Processing,ACTIVE,2026-05-17,2026-05-17
NOM-00000708,FAC-012,2026-05-18,GAS,59534.964,Commercial,Water Services,ACTIVE,2026-05-18,2026-05-18
NOM-00000709,FAC-012,2026-05-19,PRODUCED_WATER,74119.098,Third-Party,Interruptible,ACTIVE,2026-05-19,2026-05-19
NOM-00000710,FAC-012,2026-05-20,GAS,76927.741,Third-Party,Water Services,ACTIVE,2026-05-20,2026-05-20
NOM-00000711,FAC-012,2026-05-21,NGL,62183.185,Affiliate,Processing,ACTIVE,2026-05-21,2026-05-21
NOM-00000712,FAC-012,2026-05-22,CRUDE,70822.931,Third-Party,Interruptible,ACTIVE,2026-05-22,2026-05-22
NOM-00000713,FAC-012,2026-05-23,CRUDE,73489.699,Commercial,Interruptible,REVISED,2026-05-23,2026-05-23
NOM-00000714,FAC-012,2026-05-24,CRUDE,64856.383,Internal Forecast,Firm,ACTIVE,2026-05-24,2026-05-24
NOM-00000715,FAC-012,2026-05-25,PRODUCED_WATER,65359.867,Operations,Processing,ACTIVE,2026-05-25,2026-05-25
NOM-00000716,FAC-012,2026-05-26,CRUDE,62760.496,Affiliate,Gathering,ACTIVE,2026-05-26,2026-05-26
NOM-00000717,FAC-012,2026-05-27,GAS,70776.859,Internal Forecast,Gathering,ACTIVE,2026-05-27,2026-05-27
NOM-00000718,FAC-012,2026-05-28,GAS,73345.696,Operations,Interruptible,ACTIVE,2026-05-28,2026-05-28
NOM-00000719,FAC-012,2026-05-29,GAS,72880.379,Commercial,Firm,ACTIVE,2026-05-29,2026-05-29
NOM-00000720,FAC-012,2026-05-30,GAS,69735.325,Commercial,Firm,ACTIVE,2026-05-30,2026-05-30
NOM-00000721,FAC-013,2026-04-01,PRODUCED_WATER,81545.754,Affiliate,Water Services,REVISED,2026-04-01,2026-04-01
NOM-00000722,FAC-013,2026-04-02,GAS,68937.986,Third-Party,Firm,ACTIVE,2026-04-02,2026-04-02
NOM-00000723,FAC-013,2026-04-03,CRUDE,66843.36,Commercial,Gathering,ACTIVE,2026-04-03,2026-04-03
NOM-00000724,FAC-013,2026-04-04,GAS,70731.673,Third-Party,Interruptible,REVISED,2026-04-04,2026-04-04
NOM-00000725,FAC-013,2026-04-05,GAS,70855.163,Affiliate,Gathering,ACTIVE,2026-04-05,2026-04-05
NOM-00000726,FAC-013,2026-04-06,GAS,77664.21,Commercial,Processing,ACTIVE,2026-04-06,2026-04-06
NOM-00000727,FAC-013,2026-04-07,GAS,65050.109,Third-Party,Water Services,ACTIVE,2026-04-07,2026-04-07
NOM-00000728,FAC-013,2026-04-08,GAS,78695.076,Commercial,Interruptible,ACTIVE,2026-04-08,2026-04-08
NOM-00000729,FAC-013,2026-04-09,GAS,68394.865,Commercial,Interruptible,ACTIVE,2026-04-09,2026-04-09
NOM-00000730,FAC-013,2026-04-10,NGL,78692.603,Affiliate,Processing,ACTIVE,2026-04-10,2026-04-10
NOM-00000731,FAC-013,2026-04-11,GAS,62144.888,Operations,Interruptible,ACTIVE,2026-04-11,2026-04-11
NOM-00000732,FAC-013,2026-04-12,NGL,65591.387,Affiliate,Processing,ACTIVE,2026-04-12,2026-04-12
NOM-00000733,FAC-013,2026-04-13,GAS,64018.976,Commercial,Firm,ACTIVE,2026-04-13,2026-04-13
NOM-00000734,FAC-013,2026-04-14,GAS,67844.901,Operations,Interruptible,ACTIVE,2026-04-14,2026-04-14
NOM-00000735,FAC-013,2026-04-15,PRODUCED_WATER,78134.96,Operations,Gathering,REVISED,2026-04-15,2026-04-15
NOM-00000736,FAC-013,2026-04-16,NGL,69580.497,Operations,Firm,ACTIVE,2026-04-16,2026-04-16
NOM-00000737,FAC-013,2026-04-17,PRODUCED_WATER,82026.266,Third-Party,Water Services,ACTIVE,2026-04-17,2026-04-17
NOM-00000738,FAC-013,2026-04-18,NGL,72875.634,Commercial,Water Services,ACTIVE,2026-04-18,2026-04-18
NOM-00000739,FAC-013,2026-04-19,NGL,75083.383,Commercial,Gathering,ACTIVE,2026-04-19,2026-04-19
NOM-00000740,FAC-013,2026-04-20,GAS,63098.41,Third-Party,Processing,ACTIVE,2026-04-20,2026-04-20
NOM-00000741,FAC-013,2026-04-21,GAS,63225.6,Third-Party,Gathering,ACTIVE,2026-04-21,2026-04-21
NOM-00000742,FAC-013,2026-04-22,GAS,56801.305,Internal Forecast,Interruptible,ACTIVE,2026-04-22,2026-04-22
NOM-00000743,FAC-013,2026-04-23,GAS,72986.732,Operations,Interruptible,ACTIVE,2026-04-23,2026-04-23
NOM-00000744,FAC-013,2026-04-24,GAS,66457.66,Operations,Water Services,ACTIVE,2026-04-24,2026-04-24
NOM-00000745,FAC-013,2026-04-25,GAS,65748.113,Commercial,Water Services,ACTIVE,2026-04-25,2026-04-25
NOM-00000746,FAC-013,2026-04-26,GAS,69312.316,Commercial,Interruptible,REVISED,2026-04-26,2026-04-26
NOM-00000747,FAC-013,2026-04-27,GAS,62585.939,Internal Forecast,Firm,ACTIVE,2026-04-27,2026-04-27
NOM-00000748,FAC-013,2026-04-28,GAS,59146.442,Affiliate,Processing,REVISED,2026-04-28,2026-04-28
NOM-00000749,FAC-013,2026-04-29,NGL,75126.283,Operations,Water Services,ACTIVE,2026-04-29,2026-04-29
NOM-00000750,FAC-013,2026-04-30,GAS,64429.174,Operations,Firm,ACTIVE,2026-04-30,2026-04-30
NOM-00000751,FAC-013,2026-05-01,GAS,77008.407,Third-Party,Processing,ACTIVE,2026-05-01,2026-05-01
NOM-00000752,FAC-013,2026-05-02,CRUDE,64680.452,Affiliate,Processing,ACTIVE,2026-05-02,2026-05-02
NOM-00000753,FAC-013,2026-05-03,GAS,79465.862,Commercial,Processing,ACTIVE,2026-05-03,2026-05-03
NOM-00000754,FAC-013,2026-05-04,PRODUCED_WATER,68601.876,Operations,Firm,ACTIVE,2026-05-04,2026-05-04
NOM-00000755,FAC-013,2026-05-05,CRUDE,68451.465,Affiliate,Interruptible,ACTIVE,2026-05-05,2026-05-05
NOM-00000756,FAC-013,2026-05-06,GAS,70703.598,Third-Party,Processing,ACTIVE,2026-05-06,2026-05-06
NOM-00000757,FAC-013,2026-05-07,GAS,76253.057,Affiliate,Interruptible,ACTIVE,2026-05-07,2026-05-07
NOM-00000758,FAC-013,2026-05-08,GAS,66468.813,Operations,Water Services,ACTIVE,2026-05-08,2026-05-08
NOM-00000759,FAC-013,2026-05-09,PRODUCED_WATER,72558.771,Commercial,Processing,ACTIVE,2026-05-09,2026-05-09
NOM-00000760,FAC-013,2026-05-10,GAS,65425.971,Commercial,Interruptible,PENDING,2026-05-10,2026-05-10
NOM-00000761,FAC-013,2026-05-11,PRODUCED_WATER,68271.643,Affiliate,Firm,ACTIVE,2026-05-11,2026-05-11
NOM-00000762,FAC-013,2026-05-12,CRUDE,71194.254,Internal Forecast,Firm,ACTIVE,2026-05-12,2026-05-12
NOM-00000763,FAC-013,2026-05-13,PRODUCED_WATER,73992.605,Third-Party,Firm,ACTIVE,2026-05-13,2026-05-13
NOM-00000764,FAC-013,2026-05-14,GAS,65926.476,Affiliate,Water Services,ACTIVE,2026-05-14,2026-05-14
NOM-00000765,FAC-013,2026-05-15,GAS,65967.301,Internal Forecast,Processing,ACTIVE,2026-05-15,2026-05-15
NOM-00000766,FAC-013,2026-05-16,GAS,77737.444,Operations,Firm,ACTIVE,2026-05-16,2026-05-16
NOM-00000767,FAC-013,2026-05-17,NGL,71226.994,Commercial,Processing,ACTIVE,2026-05-17,2026-05-17
NOM-00000768,FAC-013,2026-05-18,GAS,63433.712,Third-Party,Water Services,ACTIVE,2026-05-18,2026-05-18
NOM-00000769,FAC-013,2026-05-19,GAS,63575.66,Internal Forecast,Interruptible,REVISED,2026-05-19,2026-05-19
NOM-00000770,FAC-013,2026-05-20,GAS,69984.954,Third-Party,Processing,ACTIVE,2026-05-20,2026-05-20
NOM-00000771,FAC-013,2026-05-21,PRODUCED_WATER,83657.008,Affiliate,Firm,ACTIVE,2026-05-21,2026-05-21
NOM-00000772,FAC-013,2026-05-22,GAS,61036.121,Operations,Firm,ACTIVE,2026-05-22,2026-05-22
NOM-00000773,FAC-013,2026-05-23,GAS,64002.784,Operations,Gathering,ACTIVE,2026-05-23,2026-05-23
NOM-00000774,FAC-013,2026-05-24,NGL,73751.937,Internal Forecast,Gathering,ACTIVE,2026-05-24,2026-05-24
NOM-00000775,FAC-013,2026-05-25,NGL,68766.387,Affiliate,Water Services,ACTIVE,2026-05-25,2026-05-25
NOM-00000776,FAC-013,2026-05-26,GAS,69913.064,Operations,Interruptible,ACTIVE,2026-05-26,2026-05-26
NOM-00000777,FAC-013,2026-05-27,NGL,68208.488,Third-Party,Water Services,ACTIVE,2026-05-27,2026-05-27
NOM-00000778,FAC-013,2026-05-28,NGL,56730.844,Commercial,Water Services,ACTIVE,2026-05-28,2026-05-28
NOM-00000779,FAC-013,2026-05-29,GAS,84245.194,Commercial,Processing,REVISED,2026-05-29,2026-05-29
NOM-00000780,FAC-013,2026-05-30,CRUDE,64505.563,Affiliate,Processing,ACTIVE,2026-05-30,2026-05-30
NOM-00000781,FAC-014,2026-04-01,GAS,91027.379,Commercial,Gathering,ACTIVE,2026-04-01,2026-04-01
NOM-00000782,FAC-014,2026-04-02,GAS,72943.457,Operations,Water Services,ACTIVE,2026-04-02,2026-04-02
NOM-00000783,FAC-014,2026-04-03,NGL,74220.402,Commercial,Interruptible,ACTIVE,2026-04-03,2026-04-03
NOM-00000784,FAC-014,2026-04-04,PRODUCED_WATER,78680.467,Operations,Firm,ACTIVE,2026-04-04,2026-04-04
NOM-00000785,FAC-014,2026-04-05,CRUDE,71665.121,Operations,Interruptible,ACTIVE,2026-04-05,2026-04-05
NOM-00000786,FAC-014,2026-04-06,GAS,69749.439,Third-Party,Water Services,ACTIVE,2026-04-06,2026-04-06
NOM-00000787,FAC-014,2026-04-07,CRUDE,76753.107,Internal Forecast,Firm,ACTIVE,2026-04-07,2026-04-07
NOM-00000788,FAC-014,2026-04-08,PRODUCED_WATER,90756.981,Commercial,Firm,ACTIVE,2026-04-08,2026-04-08
NOM-00000789,FAC-014,2026-04-09,GAS,73132.052,Internal Forecast,Water Services,ACTIVE,2026-04-09,2026-04-09
NOM-00000790,FAC-014,2026-04-10,CRUDE,79441.603,Affiliate,Processing,ACTIVE,2026-04-10,2026-04-10
NOM-00000791,FAC-014,2026-04-11,GAS,74497.818,Operations,Processing,ACTIVE,2026-04-11,2026-04-11
NOM-00000792,FAC-014,2026-04-12,CRUDE,76029.403,Commercial,Processing,ACTIVE,2026-04-12,2026-04-12
NOM-00000793,FAC-014,2026-04-13,GAS,79660.766,Operations,Gathering,ACTIVE,2026-04-13,2026-04-13
NOM-00000794,FAC-014,2026-04-14,NGL,71356.187,Affiliate,Interruptible,ACTIVE,2026-04-14,2026-04-14
NOM-00000795,FAC-014,2026-04-15,GAS,71846.714,Internal Forecast,Interruptible,ACTIVE,2026-04-15,2026-04-15
NOM-00000796,FAC-014,2026-04-16,NGL,78990.918,Internal Forecast,Water Services,ACTIVE,2026-04-16,2026-04-16
NOM-00000797,FAC-014,2026-04-17,PRODUCED_WATER,72857.296,Third-Party,Interruptible,PENDING,2026-04-17,2026-04-17
NOM-00000798,FAC-014,2026-04-18,NGL,71011.433,Operations,Gathering,ACTIVE,2026-04-18,2026-04-18
NOM-00000799,FAC-014,2026-04-19,GAS,84066.425,Internal Forecast,Interruptible,ACTIVE,2026-04-19,2026-04-19
NOM-00000800,FAC-014,2026-04-20,GAS,81379.048,Operations,Processing,ACTIVE,2026-04-20,2026-04-20
NOM-00000801,FAC-014,2026-04-21,CRUDE,81310.783,Internal Forecast,Water Services,ACTIVE,2026-04-21,2026-04-21
NOM-00000802,FAC-014,2026-04-22,PRODUCED_WATER,77807.67,Commercial,Interruptible,ACTIVE,2026-04-22,2026-04-22
NOM-00000803,FAC-014,2026-04-23,PRODUCED_WATER,87951.215,Third-Party,Interruptible,ACTIVE,2026-04-23,2026-04-23
NOM-00000804,FAC-014,2026-04-24,CRUDE,74818.279,Internal Forecast,Processing,ACTIVE,2026-04-24,2026-04-24
NOM-00000805,FAC-014,2026-04-25,CRUDE,85305.971,Third-Party,Interruptible,ACTIVE,2026-04-25,2026-04-25
NOM-00000806,FAC-014,2026-04-26,CRUDE,72868.125,Third-Party,Firm,REVISED,2026-04-26,2026-04-26
NOM-00000807,FAC-014,2026-04-27,GAS,78143.023,Affiliate,Water Services,ACTIVE,2026-04-27,2026-04-27
NOM-00000808,FAC-014,2026-04-28,GAS,79865.191,Internal Forecast,Gathering,ACTIVE,2026-04-28,2026-04-28
NOM-00000809,FAC-014,2026-04-29,GAS,91327.645,Affiliate,Water Services,ACTIVE,2026-04-29,2026-04-29
NOM-00000810,FAC-014,2026-04-30,CRUDE,91874.249,Internal Forecast,Firm,ACTIVE,2026-04-30,2026-04-30
NOM-00000811,FAC-014,2026-05-01,NGL,76816.464,Affiliate,Firm,ACTIVE,2026-05-01,2026-05-01
NOM-00000812,FAC-014,2026-05-02,CRUDE,81529.548,Commercial,Firm,ACTIVE,2026-05-02,2026-05-02
NOM-00000813,FAC-014,2026-05-03,NGL,72419.364,Third-Party,Gathering,ACTIVE,2026-05-03,2026-05-03
NOM-00000814,FAC-014,2026-05-04,PRODUCED_WATER,77516.387,Third-Party,Firm,ACTIVE,2026-05-04,2026-05-04
NOM-00000815,FAC-014,2026-05-05,GAS,85282.819,Operations,Interruptible,ACTIVE,2026-05-05,2026-05-05
NOM-00000816,FAC-014,2026-05-06,PRODUCED_WATER,71072.213,Third-Party,Firm,ACTIVE,2026-05-06,2026-05-06
NOM-00000817,FAC-014,2026-05-07,GAS,77232.793,Internal Forecast,Processing,ACTIVE,2026-05-07,2026-05-07
NOM-00000818,FAC-014,2026-05-08,CRUDE,88520.288,Commercial,Interruptible,ACTIVE,2026-05-08,2026-05-08
NOM-00000819,FAC-014,2026-05-09,CRUDE,68325.773,Third-Party,Processing,ACTIVE,2026-05-09,2026-05-09
NOM-00000820,FAC-014,2026-05-10,GAS,66399.818,Commercial,Processing,ACTIVE,2026-05-10,2026-05-10
NOM-00000821,FAC-014,2026-05-11,GAS,77949.364,Internal Forecast,Gathering,ACTIVE,2026-05-11,2026-05-11
NOM-00000822,FAC-014,2026-05-12,PRODUCED_WATER,81355.753,Commercial,Processing,ACTIVE,2026-05-12,2026-05-12
NOM-00000823,FAC-014,2026-05-13,GAS,90447.162,Operations,Processing,ACTIVE,2026-05-13,2026-05-13
NOM-00000824,FAC-014,2026-05-14,GAS,91837.548,Operations,Water Services,ACTIVE,2026-05-14,2026-05-14
NOM-00000825,FAC-014,2026-05-15,GAS,77330.44,Commercial,Gathering,ACTIVE,2026-05-15,2026-05-15
NOM-00000826,FAC-014,2026-05-16,CRUDE,73167.918,Affiliate,Gathering,ACTIVE,2026-05-16,2026-05-16
NOM-00000827,FAC-014,2026-05-17,CRUDE,74870.46,Affiliate,Interruptible,ACTIVE,2026-05-17,2026-05-17
NOM-00000828,FAC-014,2026-05-18,PRODUCED_WATER,65462.916,Internal Forecast,Gathering,ACTIVE,2026-05-18,2026-05-18
NOM-00000829,FAC-014,2026-05-19,GAS,75713.58,Commercial,Processing,ACTIVE,2026-05-19,2026-05-19
NOM-00000830,FAC-014,2026-05-20,CRUDE,72304.561,Internal Forecast,Firm,ACTIVE,2026-05-20,2026-05-20
NOM-00000831,FAC-014,2026-05-21,GAS,63095.036,Third-Party,Gathering,ACTIVE,2026-05-21,2026-05-21
NOM-00000832,FAC-014,2026-05-22,GAS,79832.242,Third-Party,Processing,ACTIVE,2026-05-22,2026-05-22
NOM-00000833,FAC-014,2026-05-23,GAS,83188.127,Operations,Interruptible,ACTIVE,2026-05-23,2026-05-23
NOM-00000834,FAC-014,2026-05-24,GAS,77376.806,Affiliate,Gathering,ACTIVE,2026-05-24,2026-05-24
NOM-00000835,FAC-014,2026-05-25,GAS,72140.566,Third-Party,Water Services,ACTIVE,2026-05-25,2026-05-25
NOM-00000836,FAC-014,2026-05-26,GAS,76762.226,Third-Party,Gathering,ACTIVE,2026-05-26,2026-05-26
NOM-00000837,FAC-014,2026-05-27,GAS,81700.782,Affiliate,Processing,ACTIVE,2026-05-27,2026-05-27
NOM-00000838,FAC-014,2026-05-28,PRODUCED_WATER,78679.693,Third-Party,Interruptible,ACTIVE,2026-05-28,2026-05-28
NOM-00000839,FAC-014,2026-05-29,GAS,75076.869,Operations,Water Services,ACTIVE,2026-05-29,2026-05-29
NOM-00000840,FAC-014,2026-05-30,GAS,84493.287,Commercial,Processing,ACTIVE,2026-05-30,2026-05-30
NOM-00000841,FAC-015,2026-04-01,GAS,71250.845,Third-Party,Interruptible,ACTIVE,2026-04-01,2026-04-01
NOM-00000842,FAC-015,2026-04-02,CRUDE,75059.758,Affiliate,Gathering,ACTIVE,2026-04-02,2026-04-02
NOM-00000843,FAC-015,2026-04-03,GAS,75001.156,Commercial,Water Services,REVISED,2026-04-03,2026-04-03
NOM-00000844,FAC-015,2026-04-04,GAS,69321.551,Affiliate,Gathering,ACTIVE,2026-04-04,2026-04-04
NOM-00000845,FAC-015,2026-04-05,PRODUCED_WATER,75492.743,Commercial,Firm,ACTIVE,2026-04-05,2026-04-05
NOM-00000846,FAC-015,2026-04-06,PRODUCED_WATER,80424.481,Operations,Interruptible,ACTIVE,2026-04-06,2026-04-06
NOM-00000847,FAC-015,2026-04-07,GAS,76376.471,Affiliate,Water Services,ACTIVE,2026-04-07,2026-04-07
NOM-00000848,FAC-015,2026-04-08,PRODUCED_WATER,78040.119,Internal Forecast,Processing,ACTIVE,2026-04-08,2026-04-08
NOM-00000849,FAC-015,2026-04-09,GAS,76879.582,Third-Party,Processing,ACTIVE,2026-04-09,2026-04-09
NOM-00000850,FAC-015,2026-04-10,GAS,81838.89,Commercial,Processing,REVISED,2026-04-10,2026-04-10
NOM-00000851,FAC-015,2026-04-11,CRUDE,74767.422,Commercial,Interruptible,ACTIVE,2026-04-11,2026-04-11
NOM-00000852,FAC-015,2026-04-12,GAS,71595.499,Affiliate,Water Services,ACTIVE,2026-04-12,2026-04-12
NOM-00000853,FAC-015,2026-04-13,CRUDE,74120.582,Commercial,Gathering,ACTIVE,2026-04-13,2026-04-13
NOM-00000854,FAC-015,2026-04-14,GAS,66278.227,Third-Party,Interruptible,PENDING,2026-04-14,2026-04-14
NOM-00000855,FAC-015,2026-04-15,NGL,74201.582,Internal Forecast,Processing,ACTIVE,2026-04-15,2026-04-15
NOM-00000856,FAC-015,2026-04-16,PRODUCED_WATER,68414.508,Third-Party,Processing,ACTIVE,2026-04-16,2026-04-16
NOM-00000857,FAC-015,2026-04-17,GAS,75037.725,Operations,Interruptible,ACTIVE,2026-04-17,2026-04-17
NOM-00000858,FAC-015,2026-04-18,NGL,75380.442,Third-Party,Water Services,ACTIVE,2026-04-18,2026-04-18
NOM-00000859,FAC-015,2026-04-19,GAS,72059.735,Third-Party,Interruptible,ACTIVE,2026-04-19,2026-04-19
NOM-00000860,FAC-015,2026-04-20,NGL,75403.799,Internal Forecast,Firm,ACTIVE,2026-04-20,2026-04-20
NOM-00000861,FAC-015,2026-04-21,GAS,67158.643,Third-Party,Gathering,ACTIVE,2026-04-21,2026-04-21
NOM-00000862,FAC-015,2026-04-22,GAS,77498.003,Third-Party,Firm,ACTIVE,2026-04-22,2026-04-22
NOM-00000863,FAC-015,2026-04-23,GAS,65844.495,Third-Party,Gathering,ACTIVE,2026-04-23,2026-04-23
NOM-00000864,FAC-015,2026-04-24,NGL,72110.965,Internal Forecast,Gathering,ACTIVE,2026-04-24,2026-04-24
NOM-00000865,FAC-015,2026-04-25,GAS,70197.963,Operations,Gathering,ACTIVE,2026-04-25,2026-04-25
NOM-00000866,FAC-015,2026-04-26,NGL,69796.951,Commercial,Interruptible,ACTIVE,2026-04-26,2026-04-26
NOM-00000867,FAC-015,2026-04-27,GAS,68057.231,Internal Forecast,Water Services,ACTIVE,2026-04-27,2026-04-27
NOM-00000868,FAC-015,2026-04-28,GAS,67311.783,Affiliate,Processing,ACTIVE,2026-04-28,2026-04-28
NOM-00000869,FAC-015,2026-04-29,PRODUCED_WATER,67928.145,Internal Forecast,Interruptible,ACTIVE,2026-04-29,2026-04-29
NOM-00000870,FAC-015,2026-04-30,GAS,63859.643,Commercial,Water Services,ACTIVE,2026-04-30,2026-04-30
NOM-00000871,FAC-015,2026-05-01,CRUDE,74362.747,Internal Forecast,Water Services,ACTIVE,2026-05-01,2026-05-01
NOM-00000872,FAC-015,2026-05-02,GAS,74809.921,Operations,Interruptible,ACTIVE,2026-05-02,2026-05-02
NOM-00000873,FAC-015,2026-05-03,GAS,67171.743,Operations,Water Services,ACTIVE,2026-05-03,2026-05-03
NOM-00000874,FAC-015,2026-05-04,GAS,67184.171,Internal Forecast,Gathering,ACTIVE,2026-05-04,2026-05-04
NOM-00000875,FAC-015,2026-05-05,PRODUCED_WATER,68246.677,Commercial,Water Services,ACTIVE,2026-05-05,2026-05-05
NOM-00000876,FAC-015,2026-05-06,GAS,76061.738,Operations,Water Services,ACTIVE,2026-05-06,2026-05-06
NOM-00000877,FAC-015,2026-05-07,GAS,84345.645,Third-Party,Interruptible,ACTIVE,2026-05-07,2026-05-07
NOM-00000878,FAC-015,2026-05-08,PRODUCED_WATER,74594.522,Third-Party,Interruptible,ACTIVE,2026-05-08,2026-05-08
NOM-00000879,FAC-015,2026-05-09,GAS,76929.016,Internal Forecast,Firm,ACTIVE,2026-05-09,2026-05-09
NOM-00000880,FAC-015,2026-05-10,GAS,69091.613,Internal Forecast,Water Services,ACTIVE,2026-05-10,2026-05-10
NOM-00000881,FAC-015,2026-05-11,CRUDE,69638.609,Internal Forecast,Processing,ACTIVE,2026-05-11,2026-05-11
NOM-00000882,FAC-015,2026-05-12,GAS,75937.489,Affiliate,Interruptible,PENDING,2026-05-12,2026-05-12
NOM-00000883,FAC-015,2026-05-13,GAS,71522.896,Internal Forecast,Processing,ACTIVE,2026-05-13,2026-05-13
NOM-00000884,FAC-015,2026-05-14,GAS,75402.109,Operations,Gathering,REVISED,2026-05-14,2026-05-14
NOM-00000885,FAC-015,2026-05-15,GAS,80793.353,Third-Party,Gathering,ACTIVE,2026-05-15,2026-05-15
NOM-00000886,FAC-015,2026-05-16,NGL,64142.545,Affiliate,Interruptible,ACTIVE,2026-05-16,2026-05-16
