flowcal_record_id,meter_id,facility_id,production_date,gas_day,measured_volume,corrected_volume,estimated_flag,validation_status,exception_code,approved_flag,close_status,flowcal_batch_id,extracted_timestamp,last_updated_timestamp
FCAL-00006817,MTR-114,FAC-023,2026-05-07,2026-05-07,15198.443,15119.517,N,VALIDATED,,Y,CLOSED,FCAL-20260507,2026-05-08T06:00:00,2026-05-08T07:00:00
FCAL-00006818,MTR-114,FAC-023,2026-05-08,2026-05-08,15753.283,15601.096,N,VALIDATED,,Y,CLOSED,FCAL-20260508,2026-05-09T06:00:00,2026-05-09T07:00:00
FCAL-00006819,MTR-114,FAC-023,2026-05-09,2026-05-09,15547.091,15902.065,N,VALIDATED,,Y,CLOSED,FCAL-20260509,2026-05-10T06:00:00,2026-05-10T07:00:00
FCAL-00006820,MTR-114,FAC-023,2026-05-10,2026-05-10,14556.381,14298.036,N,VALIDATED,,Y,CLOSED,FCAL-20260510,2026-05-11T06:00:00,2026-05-11T07:00:00
FCAL-00006821,MTR-114,FAC-023,2026-05-11,2026-05-11,14355.063,14683.755,N,VALIDATED,,Y,CLOSED,FCAL-20260511,2026-05-12T06:00:00,2026-05-12T07:00:00
FCAL-00006822,MTR-114,FAC-023,2026-05-12,2026-05-12,15310.981,15364.176,N,VALIDATED,,Y,CLOSED,FCAL-20260512,2026-05-13T06:00:00,2026-05-13T07:00:00
FCAL-00006823,MTR-114,FAC-023,2026-05-13,2026-05-13,15465.513,15748.362,N,VALIDATED,,Y,CLOSED,FCAL-20260513,2026-05-14T06:00:00,2026-05-14T07:00:00
FCAL-00006824,MTR-114,FAC-023,2026-05-14,2026-05-14,15628.609,15360.552,N,VALIDATED,,Y,CLOSED,FCAL-20260514,2026-05-15T06:00:00,2026-05-15T07:00:00
FCAL-00006825,MTR-114,FAC-023,2026-05-15,2026-05-15,15231.665,15434.983,N,VALIDATED,,Y,CLOSED,FCAL-20260515,2026-05-16T06:00:00,2026-05-16T07:00:00
FCAL-00006826,MTR-114,FAC-023,2026-05-16,2026-05-16,15332.037,15427.881,N,VALIDATED,,Y,CLOSED,FCAL-20260516,2026-05-17T06:00:00,2026-05-17T07:00:00
FCAL-00006827,MTR-114,FAC-023,2026-05-17,2026-05-17,15084.372,14929.035,N,VALIDATED,,Y,CLOSED,FCAL-20260517,2026-05-18T06:00:00,2026-05-18T07:00:00
FCAL-00006828,MTR-114,FAC-023,2026-05-18,2026-05-18,15031.354,14715.157,N,VALIDATED,,Y,CLOSED,FCAL-20260518,2026-05-19T06:00:00,2026-05-19T07:00:00
FCAL-00006829,MTR-114,FAC-023,2026-05-19,2026-05-19,14974.747,15210.177,N,VALIDATED,,Y,CLOSED,FCAL-20260519,2026-05-20T06:00:00,2026-05-20T07:00:00
FCAL-00006830,MTR-114,FAC-023,2026-05-20,2026-05-20,15757.154,15857.019,N,VALIDATED,,Y,CLOSED,FCAL-20260520,2026-05-21T06:00:00,2026-05-21T07:00:00
FCAL-00006831,MTR-114,FAC-023,2026-05-21,2026-05-21,15417.955,15702.883,N,VALIDATED,,Y,CLOSED,FCAL-20260521,2026-05-22T06:00:00,2026-05-22T07:00:00
FCAL-00006832,MTR-114,FAC-023,2026-05-22,2026-05-22,16000.62,15634.95,N,VALIDATED,,Y,CLOSED,FCAL-20260522,2026-05-23T06:00:00,2026-05-23T07:00:00
FCAL-00006833,MTR-114,FAC-023,2026-05-23,2026-05-23,15072.081,15022.145,N,VALIDATED,,Y,CLOSED,FCAL-20260523,2026-05-24T06:00:00,2026-05-24T07:00:00
FCAL-00006834,MTR-114,FAC-023,2026-05-24,2026-05-24,14859.705,14675.303,N,VALIDATED,,Y,CLOSED,FCAL-20260524,2026-05-25T06:00:00,2026-05-25T07:00:00
FCAL-00006835,MTR-114,FAC-023,2026-05-25,2026-05-25,14807.486,14838.814,N,VALIDATED,,Y,CLOSED,FCAL-20260525,2026-05-26T06:00:00,2026-05-26T07:00:00
FCAL-00006836,MTR-114,FAC-023,2026-05-26,2026-05-26,14824.267,14985.628,N,VALIDATED,,Y,CLOSED,FCAL-20260526,2026-05-27T06:00:00,2026-05-27T07:00:00
FCAL-00006837,MTR-114,FAC-023,2026-05-27,2026-05-27,15219.185,15075.168,N,VALIDATED,,Y,CLOSED,FCAL-20260527,2026-05-28T06:00:00,2026-05-28T07:00:00
FCAL-00006838,MTR-114,FAC-023,2026-05-28,2026-05-28,14835.003,14610.641,N,VALIDATED,,Y,CLOSED,FCAL-20260528,2026-05-29T06:00:00,2026-05-29T07:00:00
FCAL-00006839,MTR-114,FAC-023,2026-05-29,2026-05-29,15697.135,15683.708,N,VALIDATED,,Y,CLOSED,FCAL-20260529,2026-05-30T06:00:00,2026-05-30T07:00:00
FCAL-00006840,MTR-114,FAC-023,2026-05-30,2026-05-30,15032.975,14800.934,N,VALIDATED,,Y,CLOSED,FCAL-20260530,2026-05-31T06:00:00,2026-05-31T07:00:00
FCAL-00006841,MTR-115,FAC-023,2026-04-01,2026-04-01,11242.656,11277.889,N,VALIDATED,,Y,CLOSED,FCAL-20260401,2026-04-02T06:00:00,2026-04-02T07:00:00
FCAL-00006842,MTR-115,FAC-023,2026-04-02,2026-04-02,11687.192,11582.581,N,VALIDATED,,Y,CLOSED,FCAL-20260402,2026-04-03T06:00:00,2026-04-03T07:00:00
FCAL-00006843,MTR-115,FAC-023,2026-04-03,2026-04-03,11852.527,11875.643,N,VALIDATED,,Y,CLOSED,FCAL-20260403,2026-04-04T06:00:00,2026-04-04T07:00:00
FCAL-00006844,MTR-115,FAC-023,2026-04-04,2026-04-04,11674.865,11761.42,N,VALIDATED,,Y,CLOSED,FCAL-20260404,2026-04-05T06:00:00,2026-04-05T07:00:00
FCAL-00006845,MTR-115,FAC-023,2026-04-05,2026-04-05,10878.678,11023.821,N,VALIDATED,,Y,CLOSED,FCAL-20260405,2026-04-06T06:00:00,2026-04-06T07:00:00
FCAL-00006846,MTR-115,FAC-023,2026-04-06,2026-04-06,11033.738,10960.576,N,VALIDATED,,Y,CLOSED,FCAL-20260406,2026-04-07T06:00:00,2026-04-07T07:00:00
FCAL-00006847,MTR-115,FAC-023,2026-04-07,2026-04-07,11403.1,11464.442,N,VALIDATED,,Y,CLOSED,FCAL-20260407,2026-04-08T06:00:00,2026-04-08T07:00:00
FCAL-00006848,MTR-115,FAC-023,2026-04-08,2026-04-08,11576.863,11601.524,N,VALIDATED,,Y,CLOSED,FCAL-20260408,2026-04-09T06:00:00,2026-04-09T07:00:00
FCAL-00006849,MTR-115,FAC-023,2026-04-09,2026-04-09,11745.551,11774.802,N,VALIDATED,,Y,CLOSED,FCAL-20260409,2026-04-10T06:00:00,2026-04-10T07:00:00
FCAL-00006850,MTR-115,FAC-023,2026-04-10,2026-04-10,11873.056,11969.508,N,VALIDATED,,Y,CLOSED,FCAL-20260410,2026-04-11T06:00:00,2026-04-11T07:00:00
FCAL-00006851,MTR-115,FAC-023,2026-04-11,2026-04-11,11630.93,11575.253,N,VALIDATED,,Y,CLOSED,FCAL-20260411,2026-04-12T06:00:00,2026-04-12T07:00:00
FCAL-00006852,MTR-115,FAC-023,2026-04-12,2026-04-12,11024.173,11203.673,N,VALIDATED,,Y,CLOSED,FCAL-20260412,2026-04-13T06:00:00,2026-04-13T07:00:00
FCAL-00006853,MTR-115,FAC-023,2026-04-13,2026-04-13,11102.418,11309.422,N,VALIDATED,,Y,CLOSED,FCAL-20260413,2026-04-14T06:00:00,2026-04-14T07:00:00
FCAL-00006854,MTR-115,FAC-023,2026-04-14,2026-04-14,11499.311,11684.05,N,VALIDATED,,Y,CLOSED,FCAL-20260414,2026-04-15T06:00:00,2026-04-15T07:00:00
FCAL-00006855,MTR-115,FAC-023,2026-04-15,2026-04-15,11488.558,11616.326,N,VALIDATED,,Y,CLOSED,FCAL-20260415,2026-04-16T06:00:00,2026-04-16T07:00:00
FCAL-00006856,MTR-115,FAC-023,2026-04-16,2026-04-16,11834.032,12167.642,N,VALIDATED,,Y,CLOSED,FCAL-20260416,2026-04-17T06:00:00,2026-04-17T07:00:00
FCAL-00006857,MTR-115,FAC-023,2026-04-17,2026-04-17,11601.565,11562.593,N,VALIDATED,,Y,CLOSED,FCAL-20260417,2026-04-18T06:00:00,2026-04-18T07:00:00
FCAL-00006858,MTR-115,FAC-023,2026-04-18,2026-04-18,11551.542,11490.967,N,VALIDATED,,Y,CLOSED,FCAL-20260418,2026-04-19T06:00:00,2026-04-19T07:00:00
FCAL-00006859,MTR-115,FAC-023,2026-04-19,2026-04-19,11390.07,11179.059,N,VALIDATED,,Y,CLOSED,FCAL-20260419,2026-04-20T06:00:00,2026-04-20T07:00:00
FCAL-00006860,MTR-115,FAC-023,2026-04-20,2026-04-20,11117.862,11069.059,N,VALIDATED,,Y,CLOSED,FCAL-20260420,2026-04-21T06:00:00,2026-04-21T07:00:00
FCAL-00006861,MTR-115,FAC-023,2026-04-21,2026-04-21,11388.092,11535.24,N,VALIDATED,,Y,CLOSED,FCAL-20260421,2026-04-22T06:00:00,2026-04-22T07:00:00
FCAL-00006862,MTR-115,FAC-023,2026-04-22,2026-04-22,11560.177,11660.44,N,VALIDATED,,Y,CLOSED,FCAL-20260422,2026-04-23T06:00:00,2026-04-23T07:00:00
FCAL-00006863,MTR-115,FAC-023,2026-04-23,2026-04-23,11904.007,11827.025,N,VALIDATED,,Y,CLOSED,FCAL-20260423,2026-04-24T06:00:00,2026-04-24T07:00:00
FCAL-00006864,MTR-115,FAC-023,2026-04-24,2026-04-24,11649.2,11592.18,N,VALIDATED,,Y,CLOSED,FCAL-20260424,2026-04-25T06:00:00,2026-04-25T07:00:00
FCAL-00006865,MTR-115,FAC-023,2026-04-25,2026-04-25,11738.734,11494.429,N,VALIDATED,,Y,CLOSED,FCAL-20260425,2026-04-26T06:00:00,2026-04-26T07:00:00
FCAL-00006866,MTR-115,FAC-023,2026-04-26,2026-04-26,11175.315,11024.142,N,VALIDATED,,Y,CLOSED,FCAL-20260426,2026-04-27T06:00:00,2026-04-27T07:00:00
FCAL-00006867,MTR-115,FAC-023,2026-04-27,2026-04-27,11438.232,11621.391,N,VALIDATED,,Y,CLOSED,FCAL-20260427,2026-04-28T06:00:00,2026-04-28T07:00:00
FCAL-00006868,MTR-115,FAC-023,2026-04-28,2026-04-28,11272.861,11446.48,N,VALIDATED,,Y,CLOSED,FCAL-20260428,2026-04-29T06:00:00,2026-04-29T07:00:00
FCAL-00006869,MTR-115,FAC-023,2026-04-29,2026-04-29,11653.119,11612.164,N,VALIDATED,,Y,CLOSED,FCAL-20260429,2026-04-30T06:00:00,2026-04-30T07:00:00
FCAL-00006870,MTR-115,FAC-023,2026-04-30,2026-04-30,11503.973,11642.355,N,VALIDATED,,Y,CLOSED,FCAL-20260430,2026-05-01T06:00:00,2026-05-01T07:00:00
FCAL-00006871,MTR-115,FAC-023,2026-05-01,2026-05-01,11712.581,11550.563,N,VALIDATED,,Y,CLOSED,FCAL-20260501,2026-05-02T06:00:00,2026-05-02T07:00:00
FCAL-00006872,MTR-115,FAC-023,2026-05-02,2026-05-02,11425.285,11361.713,N,VALIDATED,,Y,CLOSED,FCAL-20260502,2026-05-03T06:00:00,2026-05-03T07:00:00
FCAL-00006873,MTR-115,FAC-023,2026-05-03,2026-05-03,11466.966,11429.708,N,VALIDATED,,Y,CLOSED,FCAL-20260503,2026-05-04T06:00:00,2026-05-04T07:00:00
FCAL-00006874,MTR-115,FAC-023,2026-05-04,2026-05-04,10916.706,11117.27,N,VALIDATED,,Y,CLOSED,FCAL-20260504,2026-05-05T06:00:00,2026-05-05T07:00:00
FCAL-00006875,MTR-115,FAC-023,2026-05-05,2026-05-05,11336.451,11406.351,N,VALIDATED,,Y,CLOSED,FCAL-20260505,2026-05-06T06:00:00,2026-05-06T07:00:00
FCAL-00006876,MTR-115,FAC-023,2026-05-06,2026-05-06,11858.333,11811.25,N,VALIDATED,,Y,CLOSED,FCAL-20260506,2026-05-07T06:00:00,2026-05-07T07:00:00
FCAL-00006877,MTR-115,FAC-023,2026-05-07,2026-05-07,12298.061,12565.998,N,VALIDATED,,Y,CLOSED,FCAL-20260507,2026-05-08T06:00:00,2026-05-08T07:00:00
FCAL-00006878,MTR-115,FAC-023,2026-05-08,2026-05-08,11843.503,11655.414,N,VALIDATED,,Y,CLOSED,FCAL-20260508,2026-05-09T06:00:00,2026-05-09T07:00:00
FCAL-00006879,MTR-115,FAC-023,2026-05-09,2026-05-09,11471.307,11511.539,N,VALIDATED,,Y,CLOSED,FCAL-20260509,2026-05-10T06:00:00,2026-05-10T07:00:00
FCAL-00006880,MTR-115,FAC-023,2026-05-10,2026-05-10,11456.458,11447.503,N,VALIDATED,,Y,CLOSED,FCAL-20260510,2026-05-11T06:00:00,2026-05-11T07:00:00
FCAL-00006881,MTR-115,FAC-023,2026-05-11,2026-05-11,11213.976,10966.777,N,VALIDATED,,Y,CLOSED,FCAL-20260511,2026-05-12T06:00:00,2026-05-12T07:00:00
FCAL-00006882,MTR-115,FAC-023,2026-05-12,2026-05-12,11321.615,11311.785,N,VALIDATED,,Y,CLOSED,FCAL-20260512,2026-05-13T06:00:00,2026-05-13T07:00:00
FCAL-00006883,MTR-115,FAC-023,2026-05-13,2026-05-13,11590.638,11627.871,N,VALIDATED,,Y,CLOSED,FCAL-20260513,2026-05-14T06:00:00,2026-05-14T07:00:00
FCAL-00006884,MTR-115,FAC-023,2026-05-14,2026-05-14,11999.874,11796.484,N,VALIDATED,,Y,CLOSED,FCAL-20260514,2026-05-15T06:00:00,2026-05-15T07:00:00
FCAL-00006885,MTR-115,FAC-023,2026-05-15,2026-05-15,11692.857,11632.109,N,VALIDATED,,Y,CLOSED,FCAL-20260515,2026-05-16T06:00:00,2026-05-16T07:00:00
FCAL-00006886,MTR-115,FAC-023,2026-05-16,2026-05-16,11515.393,11423.351,N,VALIDATED,,Y,CLOSED,FCAL-20260516,2026-05-17T06:00:00,2026-05-17T07:00:00
FCAL-00006887,MTR-115,FAC-023,2026-05-17,2026-05-17,11038.553,10994.204,N,VALIDATED,,Y,CLOSED,FCAL-20260517,2026-05-18T06:00:00,2026-05-18T07:00:00
FCAL-00006888,MTR-115,FAC-023,2026-05-18,2026-05-18,10994.722,10965.17,N,VALIDATED,,Y,CLOSED,FCAL-20260518,2026-05-19T06:00:00,2026-05-19T07:00:00
FCAL-00006889,MTR-115,FAC-023,2026-05-19,2026-05-19,11235.392,11355.557,N,VALIDATED,,Y,CLOSED,FCAL-20260519,2026-05-20T06:00:00,2026-05-20T07:00:00
FCAL-00006890,MTR-115,FAC-023,2026-05-20,2026-05-20,11527.899,11550.858,N,VALIDATED,,Y,CLOSED,FCAL-20260520,2026-05-21T06:00:00,2026-05-21T07:00:00
FCAL-00006891,MTR-115,FAC-023,2026-05-21,2026-05-21,12051.511,11997.059,N,VALIDATED,,Y,CLOSED,FCAL-20260521,2026-05-22T06:00:00,2026-05-22T07:00:00
FCAL-00006892,MTR-115,FAC-023,2026-05-22,2026-05-22,11796.574,11670.27,N,VALIDATED,,Y,CLOSED,FCAL-20260522,2026-05-23T06:00:00,2026-05-23T07:00:00
FCAL-00006893,MTR-115,FAC-023,2026-05-23,2026-05-23,11662.408,11800.903,N,VALIDATED,,Y,CLOSED,FCAL-20260523,2026-05-24T06:00:00,2026-05-24T07:00:00
FCAL-00006894,MTR-115,FAC-023,2026-05-24,2026-05-24,11284.717,11419.155,N,VALIDATED,,Y,CLOSED,FCAL-20260524,2026-05-25T06:00:00,2026-05-25T07:00:00
FCAL-00006895,MTR-115,FAC-023,2026-05-25,2026-05-25,11292.164,11259.321,N,VALIDATED,,Y,CLOSED,FCAL-20260525,2026-05-26T06:00:00,2026-05-26T07:00:00
FCAL-00006896,MTR-115,FAC-023,2026-05-26,2026-05-26,11440.975,11409.491,N,VALIDATED,,Y,CLOSED,FCAL-20260526,2026-05-27T06:00:00,2026-05-27T07:00:00
FCAL-00006897,MTR-115,FAC-023,2026-05-27,2026-05-27,11536.335,11388.24,N,VALIDATED,,Y,CLOSED,FCAL-20260527,2026-05-28T06:00:00,2026-05-28T07:00:00
FCAL-00006898,MTR-115,FAC-023,2026-05-28,2026-05-28,11910.771,11979.767,N,VALIDATED,,Y,CLOSED,FCAL-20260528,2026-05-29T06:00:00,2026-05-29T07:00:00
FCAL-00006899,MTR-115,FAC-023,2026-05-29,2026-05-29,11964.604,12124.531,N,VALIDATED,,Y,CLOSED,FCAL-20260529,2026-05-30T06:00:00,2026-05-30T07:00:00
FCAL-00006900,MTR-115,FAC-023,2026-05-30,2026-05-30,11332.398,11530.108,N,VALIDATED,,Y,CLOSED,FCAL-20260530,2026-05-31T06:00:00,2026-05-31T07:00:00
FCAL-00006901,MTR-116,FAC-024,2026-04-01,2026-04-01,7101.361,7015.181,N,VALIDATED,,Y,CLOSED,FCAL-20260401,2026-04-02T06:00:00,2026-04-02T07:00:00
FCAL-00006902,MTR-116,FAC-024,2026-04-02,2026-04-02,6918.185,6808.977,N,VALIDATED,,Y,CLOSED,FCAL-20260402,2026-04-03T06:00:00,2026-04-03T07:00:00
FCAL-00006903,MTR-116,FAC-024,2026-04-03,2026-04-03,6785.418,6799.504,N,VALIDATED,,Y,CLOSED,FCAL-20260403,2026-04-04T06:00:00,2026-04-04T07:00:00
FCAL-00006904,MTR-116,FAC-024,2026-04-04,2026-04-04,7091.447,7072.613,N,VALIDATED,,Y,CLOSED,FCAL-20260404,2026-04-05T06:00:00,2026-04-05T07:00:00
FCAL-00006905,MTR-116,FAC-024,2026-04-05,2026-04-05,7079.323,6989.939,N,VALIDATED,,Y,CLOSED,FCAL-20260405,2026-04-06T06:00:00,2026-04-06T07:00:00
FCAL-00006906,MTR-116,FAC-024,2026-04-06,2026-04-06,6646.375,6619.328,N,VALIDATED,,Y,CLOSED,FCAL-20260406,2026-04-07T06:00:00,2026-04-07T07:00:00
FCAL-00006907,MTR-116,FAC-024,2026-04-07,2026-04-07,6939.417,6814.91,N,VALIDATED,,Y,CLOSED,FCAL-20260407,2026-04-08T06:00:00,2026-04-08T07:00:00
FCAL-00006908,MTR-116,FAC-024,2026-04-08,2026-04-08,7113.136,7095.626,N,VALIDATED,,Y,CLOSED,FCAL-20260408,2026-04-09T06:00:00,2026-04-09T07:00:00
FCAL-00006909,MTR-116,FAC-024,2026-04-09,2026-04-09,7056.138,7162.399,N,VALIDATED,,Y,CLOSED,FCAL-20260409,2026-04-10T06:00:00,2026-04-10T07:00:00
FCAL-00006910,MTR-116,FAC-024,2026-04-10,2026-04-10,7069.223,7076.317,N,VALIDATED,,Y,CLOSED,FCAL-20260410,2026-04-11T06:00:00,2026-04-11T07:00:00
FCAL-00006911,MTR-116,FAC-024,2026-04-11,2026-04-11,6883.17,6989.31,N,VALIDATED,,Y,CLOSED,FCAL-20260411,2026-04-12T06:00:00,2026-04-12T07:00:00
FCAL-00006912,MTR-116,FAC-024,2026-04-12,2026-04-12,6783.343,6779.233,N,VALIDATED,,Y,CLOSED,FCAL-20260412,2026-04-13T06:00:00,2026-04-13T07:00:00
FCAL-00006913,MTR-116,FAC-024,2026-04-13,2026-04-13,6622.528,6614.742,N,VALIDATED,,Y,CLOSED,FCAL-20260413,2026-04-14T06:00:00,2026-04-14T07:00:00
FCAL-00006914,MTR-116,FAC-024,2026-04-14,2026-04-14,6909.3,6917.09,N,VALIDATED,,Y,CLOSED,FCAL-20260414,2026-04-15T06:00:00,2026-04-15T07:00:00
FCAL-00006915,MTR-116,FAC-024,2026-04-15,2026-04-15,6835.64,6921.414,N,VALIDATED,,Y,CLOSED,FCAL-20260415,2026-04-16T06:00:00,2026-04-16T07:00:00
FCAL-00006916,MTR-116,FAC-024,2026-04-16,2026-04-16,7202.097,7060.475,N,VALIDATED,,Y,CLOSED,FCAL-20260416,2026-04-17T06:00:00,2026-04-17T07:00:00
FCAL-00006917,MTR-116,FAC-024,2026-04-17,2026-04-17,7223.603,7214.705,N,VALIDATED,,Y,CLOSED,FCAL-20260417,2026-04-18T06:00:00,2026-04-18T07:00:00
FCAL-00006918,MTR-116,FAC-024,2026-04-18,2026-04-18,6882.5,6937.103,N,VALIDATED,,Y,CLOSED,FCAL-20260418,2026-04-19T06:00:00,2026-04-19T07:00:00
FCAL-00006919,MTR-116,FAC-024,2026-04-19,2026-04-19,6649.032,6655.874,N,VALIDATED,,Y,CLOSED,FCAL-20260419,2026-04-20T06:00:00,2026-04-20T07:00:00
FCAL-00006920,MTR-116,FAC-024,2026-04-20,2026-04-20,6820.514,6894.754,N,VALIDATED,,Y,CLOSED,FCAL-20260420,2026-04-21T06:00:00,2026-04-21T07:00:00
FCAL-00006921,MTR-116,FAC-024,2026-04-21,2026-04-21,6656.232,6634.763,N,VALIDATED,,Y,CLOSED,FCAL-20260421,2026-04-22T06:00:00,2026-04-22T07:00:00
FCAL-00006922,MTR-116,FAC-024,2026-04-22,2026-04-22,7140.782,7144.341,N,VALIDATED,,Y,CLOSED,FCAL-20260422,2026-04-23T06:00:00,2026-04-23T07:00:00
FCAL-00006923,MTR-116,FAC-024,2026-04-23,2026-04-23,7084.266,7127.714,N,VALIDATED,,Y,CLOSED,FCAL-20260423,2026-04-24T06:00:00,2026-04-24T07:00:00
FCAL-00006924,MTR-116,FAC-024,2026-04-24,2026-04-24,6876.158,6873.9,N,VALIDATED,,Y,CLOSED,FCAL-20260424,2026-04-25T06:00:00,2026-04-25T07:00:00
FCAL-00006925,MTR-116,FAC-024,2026-04-25,2026-04-25,6959.055,6929.877,N,VALIDATED,,Y,CLOSED,FCAL-20260425,2026-04-26T06:00:00,2026-04-26T07:00:00
FCAL-00006926,MTR-116,FAC-024,2026-04-26,2026-04-26,6852.38,6811.202,N,VALIDATED,,Y,CLOSED,FCAL-20260426,2026-04-27T06:00:00,2026-04-27T07:00:00
FCAL-00006927,MTR-116,FAC-024,2026-04-27,2026-04-27,6867.31,6770.077,N,VALIDATED,,Y,CLOSED,FCAL-20260427,2026-04-28T06:00:00,2026-04-28T07:00:00
FCAL-00006928,MTR-116,FAC-024,2026-04-28,2026-04-28,6874.68,6847.55,N,VALIDATED,,Y,CLOSED,FCAL-20260428,2026-04-29T06:00:00,2026-04-29T07:00:00
FCAL-00006929,MTR-116,FAC-024,2026-04-29,2026-04-29,7102.444,7163.972,N,VALIDATED,,Y,CLOSED,FCAL-20260429,2026-04-30T06:00:00,2026-04-30T07:00:00
FCAL-00006930,MTR-116,FAC-024,2026-04-30,2026-04-30,6911.143,6818.011,N,VALIDATED,,Y,CLOSED,FCAL-20260430,2026-05-01T06:00:00,2026-05-01T07:00:00
FCAL-00006931,MTR-116,FAC-024,2026-05-01,2026-05-01,6944.21,6929.273,N,VALIDATED,,Y,CLOSED,FCAL-20260501,2026-05-02T06:00:00,2026-05-02T07:00:00
FCAL-00006932,MTR-116,FAC-024,2026-05-02,2026-05-02,6865.711,6812.332,N,VALIDATED,,Y,CLOSED,FCAL-20260502,2026-05-03T06:00:00,2026-05-03T07:00:00
FCAL-00006933,MTR-116,FAC-024,2026-05-03,2026-05-03,6606.607,6639.555,N,VALIDATED,,Y,CLOSED,FCAL-20260503,2026-05-04T06:00:00,2026-05-04T07:00:00
FCAL-00006934,MTR-116,FAC-024,2026-05-04,2026-05-04,6696.968,6681.632,N,VALIDATED,,Y,CLOSED,FCAL-20260504,2026-05-05T06:00:00,2026-05-05T07:00:00
FCAL-00006935,MTR-116,FAC-024,2026-05-05,2026-05-05,6690.161,6710.681,N,VALIDATED,,Y,CLOSED,FCAL-20260505,2026-05-06T06:00:00,2026-05-06T07:00:00
FCAL-00006936,MTR-116,FAC-024,2026-05-06,2026-05-06,7153.084,7017.124,N,VALIDATED,,Y,CLOSED,FCAL-20260506,2026-05-07T06:00:00,2026-05-07T07:00:00
FCAL-00006937,MTR-116,FAC-024,2026-05-07,2026-05-07,7027.191,6994.333,N,VALIDATED,,Y,CLOSED,FCAL-20260507,2026-05-08T06:00:00,2026-05-08T07:00:00
FCAL-00006938,MTR-116,FAC-024,2026-05-08,2026-05-08,7074.739,6897.055,N,VALIDATED,,Y,CLOSED,FCAL-20260508,2026-05-09T06:00:00,2026-05-09T07:00:00
FCAL-00006939,MTR-116,FAC-024,2026-05-09,2026-05-09,6922.578,6782.892,N,VALIDATED,,Y,CLOSED,FCAL-20260509,2026-05-10T06:00:00,2026-05-10T07:00:00
FCAL-00006940,MTR-116,FAC-024,2026-05-10,2026-05-10,6702.059,6727.831,N,VALIDATED,,Y,CLOSED,FCAL-20260510,2026-05-11T06:00:00,2026-05-11T07:00:00
FCAL-00006941,MTR-116,FAC-024,2026-05-11,2026-05-11,6734.061,6697.299,N,VALIDATED,,Y,CLOSED,FCAL-20260511,2026-05-12T06:00:00,2026-05-12T07:00:00
FCAL-00006942,MTR-116,FAC-024,2026-05-12,2026-05-12,6693.858,6611.448,N,VALIDATED,,Y,CLOSED,FCAL-20260512,2026-05-13T06:00:00,2026-05-13T07:00:00
FCAL-00006943,MTR-116,FAC-024,2026-05-13,2026-05-13,6893.112,6995.139,N,VALIDATED,,Y,CLOSED,FCAL-20260513,2026-05-14T06:00:00,2026-05-14T07:00:00
FCAL-00006944,MTR-116,FAC-024,2026-05-14,2026-05-14,7080.212,7171.94,N,VALIDATED,,Y,CLOSED,FCAL-20260514,2026-05-15T06:00:00,2026-05-15T07:00:00
FCAL-00006945,MTR-116,FAC-024,2026-05-15,2026-05-15,7015.064,6921.005,N,VALIDATED,,Y,CLOSED,FCAL-20260515,2026-05-16T06:00:00,2026-05-16T07:00:00
FCAL-00006946,MTR-116,FAC-024,2026-05-16,2026-05-16,6841.358,6847.367,N,VALIDATED,,Y,CLOSED,FCAL-20260516,2026-05-17T06:00:00,2026-05-17T07:00:00
FCAL-00006947,MTR-116,FAC-024,2026-05-17,2026-05-17,6834.395,6851.575,N,VALIDATED,,Y,CLOSED,FCAL-20260517,2026-05-18T06:00:00,2026-05-18T07:00:00
FCAL-00006948,MTR-116,FAC-024,2026-05-18,2026-05-18,6624.594,6655.845,N,VALIDATED,,Y,CLOSED,FCAL-20260518,2026-05-19T06:00:00,2026-05-19T07:00:00
FCAL-00006949,MTR-116,FAC-024,2026-05-19,2026-05-19,6742.879,6747.272,N,VALIDATED,,Y,CLOSED,FCAL-20260519,2026-05-20T06:00:00,2026-05-20T07:00:00
FCAL-00006950,MTR-116,FAC-024,2026-05-20,2026-05-20,6873.325,6897.423,N,VALIDATED,,Y,CLOSED,FCAL-20260520,2026-05-21T06:00:00,2026-05-21T07:00:00
FCAL-00006951,MTR-116,FAC-024,2026-05-21,2026-05-21,7164.687,7109.285,N,VALIDATED,,Y,CLOSED,FCAL-20260521,2026-05-22T06:00:00,2026-05-22T07:00:00
FCAL-00006952,MTR-116,FAC-024,2026-05-22,2026-05-22,7056.068,7146.732,N,VALIDATED,,Y,CLOSED,FCAL-20260522,2026-05-23T06:00:00,2026-05-23T07:00:00
FCAL-00006953,MTR-116,FAC-024,2026-05-23,2026-05-23,6846.515,6806.348,N,VALIDATED,,Y,CLOSED,FCAL-20260523,2026-05-24T06:00:00,2026-05-24T07:00:00
FCAL-00006954,MTR-116,FAC-024,2026-05-24,2026-05-24,6859.083,7016.874,N,VALIDATED,,Y,CLOSED,FCAL-20260524,2026-05-25T06:00:00,2026-05-25T07:00:00
FCAL-00006955,MTR-116,FAC-024,2026-05-25,2026-05-25,6745.376,6736.253,N,VALIDATED,,Y,CLOSED,FCAL-20260525,2026-05-26T06:00:00,2026-05-26T07:00:00
FCAL-00006956,MTR-116,FAC-024,2026-05-26,2026-05-26,6730.884,6668.805,N,VALIDATED,,Y,CLOSED,FCAL-20260526,2026-05-27T06:00:00,2026-05-27T07:00:00
